Date-time CET-CEST (DD/MM/YYYY HH:mm),hour_sin,hour_cos,Rainfall depth (mm),Air temperature (°C),Air humidity (%),Windspeed (km/h),DMA G (L/s)
2023-02-04 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,9.0,75.0,8.0,31.27
2023-02-04 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,10.2,73.0,8.0,30.08
2023-02-04 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,11.1,71.0,6.0,27.2275
2023-02-04 11:00:00,0.258819045102521,-0.9659258262890682,0.0,11.2,72.0,7.0,25.865
2023-02-04 12:00:00,1.2246467991473532e-16,-1.0,0.0,10.4,75.0,7.0,26.3075
2023-02-04 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.9,80.0,7.0,26.975
2023-02-04 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.9,80.0,6.0,25.4325
2023-02-04 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.5,90.0,10.0,25.18
2023-02-04 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.5,92.0,9.0,24.2575
2023-02-04 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.7,91.0,6.0,26.31
2023-02-04 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.8,92.0,4.0,26.5175
2023-02-04 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.7,91.0,2.0,26.8575
2023-02-04 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.5,93.0,3.0,27.7775
2023-02-04 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.2,95.0,4.0,25.33
2023-02-04 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.1,95.0,3.0,22.2375
2023-02-04 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,9.2,95.0,2.0,20.94
2023-02-05 00:00:00,0.0,1.0,0.0,9.0,96.0,4.0,18.935
2023-02-05 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.9,97.0,5.0,18.23
2023-02-05 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.8,97.0,2.0,16.8125
2023-02-05 03:00:00,0.7071067811865476,0.7071067811865476,0.0,8.7,98.0,5.0,16.7825
2023-02-05 04:00:00,0.8660254037844386,0.5000000000000001,0.0,8.5,98.0,3.0,16.4425
2023-02-05 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.4,98.0,2.0,18.0
2023-02-05 06:00:00,1.0,6.123233995736766e-17,0.0,8.6,98.0,3.0,18.7475
2023-02-05 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,8.5,98.0,5.0,23.5675
2023-02-05 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.6,98.0,4.0,32.38
2023-02-05 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,9.3,96.0,4.0,34.3525
2023-02-05 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.4,95.0,6.0,32.8875
2023-02-05 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.9,96.0,6.0,31.88
2023-02-05 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.1,96.0,5.0,30.0125
2023-02-05 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.8,96.0,7.0,29.64
2023-02-05 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.6,94.0,5.0,28.0925
2023-02-05 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.7,92.0,3.0,25.565
2023-02-05 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.0,92.0,3.0,27.4125
2023-02-05 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.6,90.0,4.0,27.315
2023-02-05 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.4,93.0,4.0,27.64
2023-02-05 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.2,95.0,4.0,26.69
2023-02-05 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.8,97.0,4.0,27.1525
2023-02-05 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,8.6,96.0,4.0,25.3875
2023-02-05 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.9,96.0,3.0,22.875
2023-02-05 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.7,92.0,5.0,20.885
2023-02-06 00:00:00,0.0,1.0,0.0,7.6,93.0,3.0,19.7875
2023-02-06 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.1,89.0,5.0,17.9325
2023-02-06 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.1,82.0,5.0,17.5725
2023-02-06 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.7,87.0,3.0,16.66
2023-02-06 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.9,85.0,3.0,16.4125
2023-02-06 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.4,83.0,3.0,17.3475
2023-02-06 06:00:00,1.0,6.123233995736766e-17,0.0,6.4,86.0,3.0,18.3525
2023-02-06 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.5,86.0,4.0,22.2375
2023-02-06 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.8,88.0,2.0,27.115
2023-02-06 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.6,88.0,1.0,32.025
2023-02-06 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.8,82.0,4.0,32.665
2023-02-06 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.0,83.0,5.0,32.645
2023-02-06 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.8,84.0,3.0,30.6975
2023-02-06 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,7.7,93.0,11.0,30.0575
2023-02-06 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,7.4,97.0,12.0,27.7875
2023-02-06 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.9,96.0,6.0,25.705
2023-02-06 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,7.5,96.0,8.0,24.615
2023-02-06 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,7.5,97.0,3.0,26.6025
2023-02-06 18:00:00,-1.0,-1.8369701987210297e-16,0.1,7.5,97.0,2.0,26.6125
2023-02-06 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.7,97.0,4.0,28.6125
2023-02-06 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.7,97.0,3.0,28.03
2023-02-06 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.9,97.0,4.0,25.1825
2023-02-06 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.5,97.0,10.0,23.5075
2023-02-06 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.4,97.0,8.0,22.5725
2023-02-07 00:00:00,0.0,1.0,0.0,7.2,97.0,5.0,20.32
2023-02-07 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.3,97.0,4.0,16.775
2023-02-07 02:00:00,0.49999999999999994,0.8660254037844387,0.0,7.1,98.0,5.0,16.26
2023-02-07 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.1,98.0,2.0,16.015
2023-02-07 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.3,99.0,3.0,16.395
2023-02-07 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.8,99.0,4.0,18.105
2023-02-07 06:00:00,1.0,6.123233995736766e-17,0.0,7.4,97.0,15.0,22.6125
2023-02-07 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,7.4,97.0,18.0,31.0875
2023-02-07 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,7.5,96.0,15.0,31.37
2023-02-07 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.4,92.0,15.0,29.4325
2023-02-07 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.8,86.0,8.0,27.7875
2023-02-07 11:00:00,0.258819045102521,-0.9659258262890682,0.0,8.6,88.0,10.0,27.1375
2023-02-07 12:00:00,1.2246467991473532e-16,-1.0,0.0,11.7,36.0,21.0,26.88
2023-02-07 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,11.7,30.0,43.0,27.115
2023-02-07 14:00:00,-0.4999999999999997,-0.8660254037844388,0.1,11.4,33.0,46.0,26.1825
2023-02-07 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,11.1,38.0,40.0,24.7775
2023-02-07 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,10.7,42.0,40.0,25.13
2023-02-07 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,10.4,46.0,35.0,24.5375
2023-02-07 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.9,40.0,31.0,27.84
2023-02-07 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.7,37.0,33.0,29.7425
2023-02-07 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.4,37.0,37.0,30.6475
2023-02-07 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.1,38.0,27.0,29.765
2023-02-07 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.1,44.0,20.0,24.7975
2023-02-07 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.7,48.0,9.0,22.48
2023-02-08 00:00:00,0.0,1.0,0.0,8.2,40.0,13.0,19.9975
2023-02-08 01:00:00,0.25881904510252074,0.9659258262890683,0.0,7.6,40.0,6.0,17.965
2023-02-08 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.3,44.0,5.0,16.345
2023-02-08 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.8,42.0,8.0,16.1875
2023-02-08 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.8,42.0,8.0,15.9575
2023-02-08 05:00:00,0.9659258262890683,0.25881904510252074,0.0,6.3,61.0,13.0,17.8275
2023-02-08 06:00:00,1.0,6.123233995736766e-17,0.0,4.7,66.0,5.0,22.3575
2023-02-08 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,5.2,59.0,5.0,33.5475
2023-02-08 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.0,61.0,5.0,33.5125
2023-02-08 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.3,57.0,5.0,30.4375
2023-02-08 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,8.2,45.0,6.0,28.4125
2023-02-08 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.3,37.0,7.0,27.43
2023-02-08 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.9,52.0,6.0,26.9375
2023-02-08 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.7,44.0,5.0,27.5975
2023-02-08 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.3,44.0,4.0,26.9075
2023-02-08 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.0,54.0,8.0,25.48
2023-02-08 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.9,49.0,3.0,24.3575
2023-02-08 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.7,64.0,6.0,26.435
2023-02-08 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.9,57.0,4.0,27.135
2023-02-08 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,8.3,48.0,4.0,29.9025
2023-02-08 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.8,41.0,6.0,29.7325
2023-02-08 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.3,44.0,5.0,27.3775
2023-02-08 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.7,54.0,3.0,24.515
2023-02-08 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.8,52.0,4.0,22.6525
2023-02-09 00:00:00,0.0,1.0,0.0,6.1,49.0,4.0,19.2375
2023-02-09 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.9,52.0,5.0,16.735
2023-02-09 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.4,51.0,5.0,16.0175
2023-02-09 03:00:00,0.7071067811865476,0.7071067811865476,0.0,5.1,54.0,3.0,16.0925
2023-02-09 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.7,51.0,6.0,16.7825
2023-02-09 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.0,51.0,3.0,17.9
2023-02-09 06:00:00,1.0,6.123233995736766e-17,0.0,5.0,49.0,5.0,23.66
2023-02-09 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.8,55.0,3.0,31.48
2023-02-09 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.3,59.0,3.0,32.355
2023-02-09 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,7.9,58.0,2.0,31.0475
2023-02-09 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.8,56.0,1.0,27.345
2023-02-09 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.7,57.0,3.0,26.395
2023-02-09 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.3,63.0,6.0,26.1675
2023-02-09 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.5,61.0,8.0,26.6425
2023-02-09 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.5,66.0,6.0,25.8125
2023-02-09 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.1,70.0,6.0,23.8075
2023-02-09 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.4,68.0,6.0,22.965
2023-02-09 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.3,69.0,3.0,25.8475
2023-02-09 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.3,75.0,1.0,26.7075
2023-02-09 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,7.9,72.0,2.0,30.2725
2023-02-09 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,7.8,60.0,4.0,29.5025
2023-02-09 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.6,72.0,2.0,27.035
2023-02-09 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.6,69.0,4.0,24.03
2023-02-09 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.8,77.0,2.0,22.1425
2023-02-10 00:00:00,0.0,1.0,0.0,5.9,75.0,3.0,19.5125
2023-02-10 01:00:00,0.25881904510252074,0.9659258262890683,0.0,5.7,76.0,3.0,17.595
2023-02-10 02:00:00,0.49999999999999994,0.8660254037844387,0.0,5.5,75.0,5.0,16.535
2023-02-10 03:00:00,0.7071067811865476,0.7071067811865476,0.0,5.0,77.0,3.0,16.64
2023-02-10 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.7,74.0,6.0,16.7825
2023-02-10 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.6,72.0,4.0,18.2275
2023-02-10 06:00:00,1.0,6.123233995736766e-17,0.0,4.6,75.0,6.0,22.5675
2023-02-10 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,4.8,75.0,3.0,32.4525
2023-02-10 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.5,70.0,3.0,32.69
2023-02-10 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.1,62.0,3.0,29.375
2023-02-10 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.4,58.0,3.0,25.285
2023-02-10 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.7,68.0,7.0,26.71
2023-02-10 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.0,70.0,9.0,25.9825
2023-02-10 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.6,73.0,7.0,25.8675
2023-02-10 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.5,62.0,2.0,25.435
2023-02-10 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.6,57.0,2.0,24.815
2023-02-10 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.3,79.0,5.0,23.285
2023-02-10 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.9,80.0,9.0,24.8
2023-02-10 18:00:00,-1.0,-1.8369701987210297e-16,0.0,10.0,80.0,10.0,26.125
2023-02-10 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.4,85.0,6.0,28.515
2023-02-10 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.9,86.0,4.0,28.4775
2023-02-10 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,9.1,84.0,3.0,27.01
2023-02-10 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,8.9,85.0,5.0,23.9525
2023-02-10 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.8,88.0,3.0,22.4125
2023-02-11 00:00:00,0.0,1.0,0.0,8.8,85.0,3.0,19.8425
2023-02-11 01:00:00,0.25881904510252074,0.9659258262890683,0.0,9.2,83.0,4.0,17.0775
2023-02-11 02:00:00,0.49999999999999994,0.8660254037844387,0.0,8.7,89.0,2.0,16.915
2023-02-11 03:00:00,0.7071067811865476,0.7071067811865476,0.0,8.8,90.0,2.0,16.91
2023-02-11 04:00:00,0.8660254037844386,0.5000000000000001,0.0,9.7,80.0,4.0,16.96
2023-02-11 05:00:00,0.9659258262890683,0.25881904510252074,0.0,9.8,77.0,9.0,18.045
2023-02-11 06:00:00,1.0,6.123233995736766e-17,0.0,9.8,77.0,11.0,23.5825
2023-02-11 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,9.7,80.0,11.0,32.495
2023-02-11 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,10.0,80.0,9.0,31.27
2023-02-11 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,10.3,80.0,4.0,30.56
2023-02-11 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.1,88.0,8.0,28.625
2023-02-11 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.2,90.0,4.0,26.355
2023-02-11 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.3,89.0,5.0,26.075
2023-02-11 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.2,90.0,5.0,27.4225
2023-02-11 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.4,90.0,3.0,25.945
2023-02-11 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.2,91.0,4.0,24.815
2023-02-11 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.3,94.0,7.0,25.15
2023-02-11 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.3,94.0,6.0,25.18
2023-02-11 18:00:00,-1.0,-1.8369701987210297e-16,0.0,9.0,96.0,7.0,27.29
2023-02-11 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,9.3,96.0,4.0,27.765
2023-02-11 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,9.0,97.0,5.0,27.335
2023-02-11 21:00:00,-0.7071067811865477,0.7071067811865474,0.2,9.4,69.0,21.0,27.055
2023-02-11 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,9.3,62.0,45.0,23.5925
2023-02-11 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,8.9,61.0,45.0,22.0075
2023-02-12 00:00:00,0.0,1.0,0.0,8.2,62.0,42.0,20.4375
2023-02-12 01:00:00,0.25881904510252074,0.9659258262890683,0.0,8.4,55.0,42.0,17.595
2023-02-12 02:00:00,0.49999999999999994,0.8660254037844387,0.0,9.0,46.0,35.0,17.36
2023-02-12 03:00:00,0.7071067811865476,0.7071067811865476,0.0,9.0,44.0,37.0,16.8325
2023-02-12 04:00:00,0.8660254037844386,0.5000000000000001,0.0,8.9,45.0,44.0,16.7925
2023-02-12 05:00:00,0.9659258262890683,0.25881904510252074,0.0,8.9,41.0,42.0,17.5225
2023-02-12 06:00:00,1.0,6.123233995736766e-17,0.0,8.8,41.0,45.0,19.4325
2023-02-12 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,8.5,43.0,47.0,26.1625
2023-02-12 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,8.2,46.0,46.0,31.4525
2023-02-12 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,8.8,44.0,49.0,36.29
2023-02-12 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,9.2,42.0,53.0,34.845
2023-02-12 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.7,42.0,50.0,31.5325
2023-02-12 12:00:00,1.2246467991473532e-16,-1.0,0.0,9.9,44.0,44.0,32.1525
2023-02-12 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,9.9,43.0,39.0,28.905
2023-02-12 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,9.9,44.0,36.0,
2023-02-12 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,9.7,44.0,35.0,28.1125
2023-02-12 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,9.7,41.0,33.0,25.1675
2023-02-12 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,9.2,45.0,36.0,26.865
2023-02-12 18:00:00,-1.0,-1.8369701987210297e-16,0.0,8.6,44.0,35.0,28.18
2023-02-12 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,8.3,46.0,37.0,28.08
2023-02-12 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,8.1,49.0,34.0,27.3925
2023-02-12 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,7.7,48.0,34.0,24.8125
2023-02-12 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,7.5,49.0,37.0,22.2675
2023-02-12 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,7.2,52.0,33.0,23.0575
2023-02-13 00:00:00,0.0,1.0,0.0,7.0,53.0,32.0,21.0
2023-02-13 01:00:00,0.25881904510252074,0.9659258262890683,0.0,6.8,55.0,33.0,18.84
2023-02-13 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.5,55.0,30.0,16.7775
2023-02-13 03:00:00,0.7071067811865476,0.7071067811865476,0.0,6.3,55.0,31.0,16.7075
2023-02-13 04:00:00,0.8660254037844386,0.5000000000000001,0.0,6.2,55.0,31.0,17.1625
2023-02-13 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.8,55.0,28.0,18.1575
2023-02-13 06:00:00,1.0,6.123233995736766e-17,0.0,5.7,54.0,18.0,
2023-02-13 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,5.4,55.0,14.0,23.335
2023-02-13 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,5.5,54.0,16.0,29.415
2023-02-13 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.4,50.0,17.0,35.5775
2023-02-13 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.7,50.0,18.0,35.8
2023-02-13 11:00:00,0.258819045102521,-0.9659258262890682,0.0,9.2,40.0,10.0,33.405
2023-02-13 12:00:00,1.2246467991473532e-16,-1.0,0.0,8.2,54.0,12.0,30.1975
2023-02-13 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,8.4,52.0,15.0,29.565
2023-02-13 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,8.3,56.0,10.0,27.1675
2023-02-13 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,7.9,54.0,13.0,26.5625
2023-02-13 16:00:00,-0.8660254037844385,-0.5000000000000004,0.0,7.9,58.0,13.0,25.925
2023-02-13 17:00:00,-0.9659258262890683,-0.25881904510252063,0.0,8.0,58.0,6.0,27.425
2023-02-13 18:00:00,-1.0,-1.8369701987210297e-16,0.0,7.5,63.0,3.0,30.1125
2023-02-13 19:00:00,-0.9659258262890684,0.2588190451025203,0.0,6.8,65.0,5.0,31.55
2023-02-13 20:00:00,-0.8660254037844386,0.5000000000000001,0.0,6.3,59.0,6.0,31.1675
2023-02-13 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,5.7,64.0,4.0,27.745
2023-02-13 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,5.4,64.0,7.0,24.035
2023-02-13 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,5.2,66.0,7.0,22.9575
2023-02-14 00:00:00,0.0,1.0,0.0,4.9,65.0,4.0,19.58
2023-02-14 01:00:00,0.25881904510252074,0.9659258262890683,0.0,4.8,62.0,7.0,18.455
2023-02-14 02:00:00,0.49999999999999994,0.8660254037844387,0.0,4.6,67.0,4.0,17.24
2023-02-14 03:00:00,0.7071067811865476,0.7071067811865476,0.0,4.6,64.0,7.0,16.7725
2023-02-14 04:00:00,0.8660254037844386,0.5000000000000001,0.0,5.0,70.0,3.0,17.1025
2023-02-14 05:00:00,0.9659258262890683,0.25881904510252074,0.0,5.8,61.0,4.0,18.5875
2023-02-14 06:00:00,1.0,6.123233995736766e-17,0.0,6.3,56.0,7.0,23.9875
2023-02-14 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,6.5,53.0,6.0,31.29
2023-02-14 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,6.5,58.0,8.0,30.715
2023-02-14 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,6.4,61.0,6.0,30.0275
2023-02-14 10:00:00,0.49999999999999994,-0.8660254037844387,0.0,7.0,66.0,4.0,28.86
2023-02-14 11:00:00,0.258819045102521,-0.9659258262890682,0.0,7.4,62.0,7.0,26.2125
2023-02-14 12:00:00,1.2246467991473532e-16,-1.0,0.0,7.2,69.0,3.0,26.625
2023-02-14 13:00:00,-0.2588190451025208,-0.9659258262890683,0.0,6.9,72.0,4.0,26.5
2023-02-14 14:00:00,-0.4999999999999997,-0.8660254037844388,0.1,6.8,72.0,7.0,26.235
2023-02-14 15:00:00,-0.7071067811865471,-0.7071067811865479,0.1,6.6,73.0,6.0,24.6275
2023-02-14 16:00:00,-0.8660254037844385,-0.5000000000000004,0.1,6.7,72.0,4.0,23.87
2023-02-14 17:00:00,-0.9659258262890683,-0.25881904510252063,0.4,6.5,74.0,2.0,24.7375
2023-02-14 18:00:00,-1.0,-1.8369701987210297e-16,0.5,6.2,76.0,3.0,26.4
2023-02-14 19:00:00,-0.9659258262890684,0.2588190451025203,0.3,6.0,78.0,4.0,28.945
2023-02-14 20:00:00,-0.8660254037844386,0.5000000000000001,0.3,5.9,82.0,2.0,29.2525
2023-02-14 21:00:00,-0.7071067811865477,0.7071067811865474,0.0,6.0,84.0,4.0,27.0875
2023-02-14 22:00:00,-0.5000000000000004,0.8660254037844384,0.0,6.1,87.0,3.0,22.685
2023-02-14 23:00:00,-0.25881904510252157,0.9659258262890681,0.0,6.1,90.0,3.0,22.5475
2023-02-15 00:00:00,0.0,1.0,0.0,6.4,90.0,5.0,19.3375
2023-02-15 01:00:00,0.25881904510252074,0.9659258262890683,0.1,6.6,89.0,3.0,16.875
2023-02-15 02:00:00,0.49999999999999994,0.8660254037844387,0.0,6.6,92.0,5.0,16.7775
2023-02-15 03:00:00,0.7071067811865476,0.7071067811865476,0.0,7.0,94.0,3.0,17.105
2023-02-15 04:00:00,0.8660254037844386,0.5000000000000001,0.0,7.3,95.0,2.0,16.795
2023-02-15 05:00:00,0.9659258262890683,0.25881904510252074,0.0,7.9,95.0,3.0,18.25
2023-02-15 06:00:00,1.0,6.123233995736766e-17,0.1,9.8,92.0,6.0,23.2225
2023-02-15 07:00:00,0.9659258262890683,-0.25881904510252063,0.0,10.9,84.0,10.0,32.1325
2023-02-15 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,11.1,84.0,9.0,32.1725
2023-02-15 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,11.6,81.0,12.0,29.78
2023-02-15 10:00:00,0.49999999999999994,-0.8660254037844387,0.1,11.7,81.0,15.0,26.845
2023-02-15 11:00:00,0.258819045102521,-0.9659258262890682,0.3,11.6,82.0,16.0,26.085
2023-02-15 12:00:00,1.2246467991473532e-16,-1.0,0.4,11.5,84.0,12.0,25.0475
